n,x,y,z
4356,-10000,-10000,-10000
4357,900,460,-140
4358,920,460,-140
4359,940,460,-140
4360,960,460,-140
4361,-1000,480,-140
4362,-980,480,-140
4363,-960,480,-140
4364,-940,480,-140
4365,-920,480,-140
4366,-900,480,-140
4367,-880,480,-140
4368,-860,480,-140
4369,-840,480,-140
4370,-820,480,-140
4371,-800,480,-140
4372,-780,480,-140
4373,-760,480,-140
4374,-740,480,-140
4375,-720,480,-140
4376,-700,480,-140
4377,-680,480,-140
4378,-660,480,-140
4379,-640,480,-140
4380,-620,480,-140
4381,-10000,-10000,-10000
4382,-10000,-10000,-10000
4383,-10000,-10000,-10000
4384,-10000,-10000,-10000
4385,-10000,-10000,-10000
4386,-10000,-10000,-10000
4387,-10000,-10000,-10000
4388,-10000,-10000,-10000
4389,-10000,-10000,-10000
4390,-10000,-10000,-10000
4391,-10000,-10000,-10000
4392,-10000,-10000,-10000
4393,-10000,-10000,-10000
4394,-10000,-10000,-10000
4395,-10000,-10000,-10000
4396,-300,480,-140
4397,-280,480,-140
4398,-260,480,-140
4399,-240,480,-140
4400,-220,480,-140
4401,-200,480,-140
4402,-180,480,-140
4403,-160,480,-140
4404,-140,480,-140
4405,-120,480,-140
4406,-10000,-10000,-10000
4407,-10000,-10000,-10000
4408,-10000,-10000,-10000
4409,-10000,-10000,-10000
4410,-10000,-10000,-10000
4411,-10000,-10000,-10000
4412,-10000,-10000,-10000
4413,-10000,-10000,-10000
4414,-10000,-10000,-10000
4415,-10000,-10000,-10000
4416,-10000,-10000,-10000
4417,-10000,-10000,-10000
4418,-10000,-10000,-10000
4419,-10000,-10000,-10000
4420,-10000,-10000,-10000
4421,-10000,-10000,-10000
4422,-10000,-10000,-10000
4423,-10000,-10000,-10000
4424,-10000,-10000,-10000
4425,-10000,-10000,-10000
4426,300,480,-140
4427,320,480,-140
4428,340,480,-140
4429,360,480,-140
4430,380,480,-140
4431,400,480,-140
4432,420,480,-140
4433,440,480,-140
4434,460,480,-140
4435,480,480,-140
4436,500,480,-140
4437,520,480,-140
4438,540,480,-140
4439,560,480,-140
4440,580,480,-140
4441,-10000,-10000,-10000
4442,-10000,-10000,-10000
4443,-10000,-10000,-10000
4444,-10000,-10000,-10000
4445,-10000,-10000,-10000
4446,-10000,-10000,-10000
4447,-10000,-10000,-10000
4448,-10000,-10000,-10000
4449,-10000,-10000,-10000
4450,-10000,-10000,-10000
4451,-10000,-10000,-10000
4452,-10000,-10000,-10000
4453,-10000,-10000,-10000
4454,-10000,-10000,-10000
4455,-10000,-10000,-10000
4456,900,480,-140
4457,920,480,-140
4458,940,480,-140
4459,960,480,-140
4460,-1000,500,-140
4461,-980,500,-140
4462,-960,500,-140
4463,-940,500,-140
4464,-920,500,-140
4465,-900,500,-140
4466,-880,500,-140
4467,-860,500,-140
4468,-840,500,-140
4469,-820,500,-140
4470,-10000,-10000,-10000
4471,-10000,-10000,-10000
4472,-10000,-10000,-10000
4473,-10000,-10000,-10000
4474,-10000,-10000,-10000
4475,-10000,-10000,-10000
4476,-10000,-10000,-10000
4477,-10000,-10000,-10000
4478,-10000,-10000,-10000
4479,-10000,-10000,-10000
4480,-600,500,-140
4481,-580,500,-140
4482,-560,500,-140
4483,-540,500,-140
4484,-520,500,-140
4485,-500,500,-140
4486,-480,500,-140
4487,-460,500,-140
4488,-440,500,-140
4489,-420,500,-140
4490,-10000,-10000,-10000
4491,-10000,-10000,-10000
4492,-10000,-10000,-10000
4493,-10000,-10000,-10000
4494,-10000,-10000,-10000
4495,-10000,-10000,-10000
4496,-10000,-10000,-10000
4497,-10000,-10000,-10000
4498,-10000,-10000,-10000
4499,-10000,-10000,-10000
4500,-10000,-10000,-10000
4501,-10000,-10000,-10000
4502,-10000,-10000,-10000
4503,-10000,-10000,-10000
4504,-10000,-10000,-10000
4505,-10000,-10000,-10000
4506,-10000,-10000,-10000
4507,-10000,-10000,-10000
4508,-10000,-10000,-10000
4509,-10000,-10000,-10000
4510,-10000,-10000,-10000
4511,-10000,-10000,-10000
4512,-10000,-10000,-10000
4513,-10000,-10000,-10000
4514,-10000,-10000,-10000
4515,100,500,-140
4516,120,500,-140
4517,140,500,-140
4518,160,500,-140
4519,180,500,-140
4520,-10000,-10000,-10000
4521,-10000,-10000,-10000
4522,-10000,-10000,-10000
4523,-10000,-10000,-10000
4524,-10000,-10000,-10000
4525,-10000,-10000,-10000
4526,-10000,-10000,-10000
4527,-10000,-10000,-10000
4528,-10000,-10000,-10000
4529,-10000,-10000,-10000
4530,-10000,-10000,-10000
4531,-10000,-10000,-10000
4532,-10000,-10000,-10000
4533,-10000,-10000,-10000
4534,-10000,-10000,-10000
4535,500,500,-140
4536,520,500,-140
4537,540,500,-140
4538,560,500,-140
4539,580,500,-140
4540,-10000,-10000,-10000
4541,-10000,-10000,-10000
4542,-10000,-10000,-10000
4543,-10000,-10000,-10000
4544,-10000,-10000,-10000
4545,-10000,-10000,-10000
4546,-10000,-10000,-10000
4547,-10000,-10000,-10000
4548,-10000,-10000,-10000
4549,-10000,-10000,-10000
4550,-10000,-10000,-10000
4551,-10000,-10000,-10000
4552,-10000,-10000,-10000
4553,-10000,-10000,-10000
4554,-10000,-10000,-10000
4555,-10000,-10000,-10000
4556,-10000,-10000,-10000
4557,-10000,-10000,-10000
4558,-10000,-10000,-10000
4559,-1000,520,-140
4560,-980,520,-140
4561,-960,520,-140
4562,-940,520,-140
4563,-920,520,-140
4564,-900,520,-140
4565,-880,520,-140
4566,-860,520,-140
4567,-840,520,-140
4568,-820,520,-140
4569,-10000,-10000,-10000
4570,-10000,-10000,-10000
4571,-10000,-10000,-10000
4572,-10000,-10000,-10000
4573,-10000,-10000,-10000
4574,-10000,-10000,-10000
4575,-10000,-10000,-10000
4576,-10000,-10000,-10000
4577,-10000,-10000,-10000
4578,-10000,-10000,-10000
4579,-600,520,-140
4580,-580,520,-140
4581,-560,520,-140
4582,-540,520,-140
4583,-520,520,-140
4584,-500,520,-140
4585,-480,520,-140
4586,-460,520,-140
4587,-440,520,-140
4588,-420,520,-140
4589,-10000,-10000,-10000
4590,-10000,-10000,-10000
4591,-10000,-10000,-10000
4592,-10000,-10000,-10000
4593,-10000,-10000,-10000
4594,-10000,-10000,-10000
4595,-10000,-10000,-10000
4596,-10000,-10000,-10000
4597,-10000,-10000,-10000
4598,-10000,-10000,-10000
4599,-10000,-10000,-10000
4600,-10000,-10000,-10000
4601,-10000,-10000,-10000
4602,-10000,-10000,-10000
4603,-10000,-10000,-10000
4604,-10000,-10000,-10000
4605,-10000,-10000,-10000
4606,-10000,-10000,-10000
4607,-10000,-10000,-10000
4608,-10000,-10000,-10000
4609,-10000,-10000,-10000
4610,-10000,-10000,-10000
4611,-10000,-10000,-10000
4612,-10000,-10000,-10000
4613,-10000,-10000,-10000
4614,100,520,-140
4615,120,520,-140
4616,140,520,-140
4617,160,520,-140
4618,180,520,-140
4619,-10000,-10000,-10000
4620,-10000,-10000,-10000
4621,-10000,-10000,-10000
4622,-10000,-10000,-10000
4623,-10000,-10000,-10000
4624,-10000,-10000,-10000
4625,-10000,-10000,-10000
4626,-10000,-10000,-10000
4627,-10000,-10000,-10000
4628,-10000,-10000,-10000
4629,-10000,-10000,-10000
4630,-10000,-10000,-10000
4631,-10000,-10000,-10000
4632,-10000,-10000,-10000
4633,-10000,-10000,-10000
4634,500,520,-140
4635,520,520,-140
4636,540,520,-140
4637,560,520,-140
4638,580,520,-140
4639,-10000,-10000,-10000
4640,-10000,-10000,-10000
4641,-10000,-10000,-10000
4642,-10000,-10000,-10000
4643,-10000,-10000,-10000
4644,-10000,-10000,-10000
4645,-10000,-10000,-10000
4646,-10000,-10000,-10000
4647,-10000,-10000,-10000
4648,-10000,-10000,-10000
4649,-10000,-10000,-10000
4650,-10000,-10000,-10000
4651,-10000,-10000,-10000
4652,-10000,-10000,-10000
4653,-10000,-10000,-10000
4654,-10000,-10000,-10000
4655,-10000,-10000,-10000
4656,-10000,-10000,-10000
4657,-10000,-10000,-10000
4658,-1000,540,-140
4659,-980,540,-140
4660,-960,540,-140
4661,-940,540,-140
4662,-920,540,-140
4663,-900,540,-140
4664,-880,540,-140
4665,-860,540,-140
4666,-840,540,-140
4667,-820,540,-140
4668,-10000,-10000,-10000
4669,-10000,-10000,-10000
4670,-10000,-10000,-10000
4671,-10000,-10000,-10000
4672,-10000,-10000,-10000
4673,-10000,-10000,-10000
4674,-10000,-10000,-10000
4675,-10000,-10000,-10000
4676,-10000,-10000,-10000
4677,-10000,-10000,-10000
4678,-600,540,-140
4679,-580,540,-140
4680,-560,540,-140
4681,-540,540,-140
4682,-520,540,-140
4683,-500,540,-140
4684,-480,540,-140
4685,-460,540,-140
4686,-440,540,-140
4687,-420,540,-140
4688,-10000,-10000,-10000
4689,-10000,-10000,-10000
4690,-10000,-10000,-10000
4691,-10000,-10000,-10000
4692,-10000,-10000,-10000
4693,-10000,-10000,-10000
4694,-10000,-10000,-10000
4695,-10000,-10000,-10000
4696,-10000,-10000,-10000
4697,-10000,-10000,-10000
4698,-10000,-10000,-10000
4699,-10000,-10000,-10000
4700,-10000,-10000,-10000
4701,-10000,-10000,-10000
4702,-10000,-10000,-10000
4703,-10000,-10000,-10000
4704,-10000,-10000,-10000
4705,-10000,-10000,-10000
4706,-10000,-10000,-10000
4707,-10000,-10000,-10000
4708,-10000,-10000,-10000
4709,-10000,-10000,-10000
4710,-10000,-10000,-10000
4711,-10000,-10000,-10000
4712,-10000,-10000,-10000
4713,100,540,-140
4714,120,540,-140
4715,140,540,-140
4716,160,540,-140
4717,180,540,-140
4718,-10000,-10000,-10000
4719,-10000,-10000,-10000
4720,-10000,-10000,-10000
4721,-10000,-10000,-10000
4722,-10000,-10000,-10000
4723,-10000,-10000,-10000
4724,-10000,-10000,-10000
4725,-10000,-10000,-10000
4726,-10000,-10000,-10000
4727,-10000,-10000,-10000
4728,-10000,-10000,-10000
4729,-10000,-10000,-10000
4730,-10000,-10000,-10000
4731,-10000,-10000,-10000
4732,-10000,-10000,-10000
4733,500,540,-140
4734,520,540,-140
4735,540,540,-140
4736,560,540,-140
4737,580,540,-140
4738,-10000,-10000,-10000
4739,-10000,-10000,-10000
4740,-10000,-10000,-10000
4741,-10000,-10000,-10000
4742,-10000,-10000,-10000
4743,-10000,-10000,-10000
4744,-10000,-10000,-10000
4745,-10000,-10000,-10000
4746,-10000,-10000,-10000
4747,-10000,-10000,-10000
4748,-10000,-10000,-10000
4749,-10000,-10000,-10000
4750,-10000,-10000,-10000
4751,-10000,-10000,-10000
4752,-10000,-10000,-10000
4753,-10000,-10000,-10000
4754,-10000,-10000,-10000
4755,-10000,-10000,-10000
4756,-10000,-10000,-10000
4757,-1000,560,-140
4758,-980,560,-140
4759,-960,560,-140
4760,-940,560,-140
4761,-920,560,-140
4762,-900,560,-140
4763,-880,560,-140
4764,-860,560,-140
4765,-840,560,-140
4766,-820,560,-140
4767,-10000,-10000,-10000
4768,-10000,-10000,-10000
4769,-10000,-10000,-10000
4770,-10000,-10000,-10000
4771,-10000,-10000,-10000
4772,-10000,-10000,-10000
4773,-10000,-10000,-10000
4774,-10000,-10000,-10000
4775,-10000,-10000,-10000
4776,-10000,-10000,-10000
4777,-600,560,-140
4778,-580,560,-140
4779,-560,560,-140
4780,-540,560,-140
4781,-520,560,-140
4782,-500,560,-140
4783,-480,560,-140
4784,-460,560,-140
4785,-440,560,-140
4786,-420,560,-140
4787,-10000,-10000,-10000
4788,-10000,-10000,-10000
4789,-10000,-10000,-10000
4790,-10000,-10000,-10000
4791,-10000,-10000,-10000
4792,-10000,-10000,-10000
4793,-10000,-10000,-10000
4794,-10000,-10000,-10000
4795,-10000,-10000,-10000
4796,-10000,-10000,-10000
4797,-10000,-10000,-10000
4798,-10000,-10000,-10000
4799,-10000,-10000,-10000
4800,-10000,-10000,-10000
4801,-10000,-10000,-10000
4802,-10000,-10000,-10000
4803,-10000,-10000,-10000
4804,-10000,-10000,-10000
4805,-10000,-10000,-10000
4806,-10000,-10000,-10000
4807,-10000,-10000,-10000
4808,-10000,-10000,-10000
4809,-10000,-10000,-10000
4810,-10000,-10000,-10000
4811,-10000,-10000,-10000
4812,100,560,-140
4813,120,560,-140
4814,140,560,-140
4815,160,560,-140
4816,180,560,-140
4817,-10000,-10000,-10000
4818,-10000,-10000,-10000
4819,-10000,-10000,-10000
4820,-10000,-10000,-10000
4821,-10000,-10000,-10000
4822,-10000,-10000,-10000
4823,-10000,-10000,-10000
4824,-10000,-10000,-10000
4825,-10000,-10000,-10000
4826,-10000,-10000,-10000
4827,-10000,-10000,-10000
4828,-10000,-10000,-10000
4829,-10000,-10000,-10000
4830,-10000,-10000,-10000
4831,-10000,-10000,-10000
4832,500,560,-140
4833,520,560,-140
4834,540,560,-140
4835,560,560,-140
4836,580,560,-140
4837,-10000,-10000,-10000
4838,-10000,-10000,-10000
4839,-10000,-10000,-10000
4840,-10000,-10000,-10000
4841,-10000,-10000,-10000
4842,-10000,-10000,-10000
4843,-10000,-10000,-10000
4844,-10000,-10000,-10000
4845,-10000,-10000,-10000
4846,-10000,-10000,-10000
4847,-10000,-10000,-10000
4848,-10000,-10000,-10000
4849,-10000,-10000,-10000
4850,-10000,-10000,-10000
4851,-10000,-10000,-10000
4852,-10000,-10000,-10000
4853,-10000,-10000,-10000
4854,-10000,-10000,-10000
4855,-10000,-10000,-10000
4856,-1000,580,-140
4857,-980,580,-140
4858,-960,580,-140
4859,-940,580,-140
4860,-920,580,-140
4861,-900,580,-140
4862,-880,580,-140
4863,-860,580,-140
4864,-840,580,-140
4865,-820,580,-140
4866,-10000,-10000,-10000
4867,-10000,-10000,-10000
4868,-10000,-10000,-10000
4869,-10000,-10000,-10000
4870,-10000,-10000,-10000
4871,-10000,-10000,-10000
4872,-10000,-10000,-10000
4873,-10000,-10000,-10000
4874,-10000,-10000,-10000
4875,-10000,-10000,-10000
4876,-600,580,-140
4877,-580,580,-140
4878,-560,580,-140
4879,-540,580,-140
4880,-520,580,-140
4881,-500,580,-140
4882,-480,580,-140
4883,-460,580,-140
4884,-440,580,-140
4885,-420,580,-140
4886,-10000,-10000,-10000
4887,-10000,-10000,-10000
4888,-10000,-10000,-10000
4889,-10000,-10000,-10000
4890,-10000,-10000,-10000
4891,-10000,-10000,-10000
4892,-10000,-10000,-10000
4893,-10000,-10000,-10000
4894,-10000,-10000,-10000
4895,-10000,-10000,-10000
4896,-10000,-10000,-10000
4897,-10000,-10000,-10000
4898,-10000,-10000,-10000
4899,-10000,-10000,-10000
4900,-10000,-10000,-10000
4901,-10000,-10000,-10000
4902,-10000,-10000,-10000
4903,-10000,-10000,-10000
4904,-10000,-10000,-10000
4905,-10000,-10000,-10000
4906,-10000,-10000,-10000
4907,-10000,-10000,-10000
4908,-10000,-10000,-10000
4909,-10000,-10000,-10000
4910,-10000,-10000,-10000
4911,100,580,-140
4912,120,580,-140
4913,140,580,-140
4914,160,580,-140
4915,180,580,-140
4916,-10000,-10000,-10000
4917,-10000,-10000,-10000
4918,-10000,-10000,-10000
4919,-10000,-10000,-10000
4920,-10000,-10000,-10000
4921,-10000,-10000,-10000
4922,-10000,-10000,-10000
4923,-10000,-10000,-10000
4924,-10000,-10000,-10000
4925,-10000,-10000,-10000
4926,-10000,-10000,-10000
4927,-10000,-10000,-10000
4928,-10000,-10000,-10000
4929,-10000,-10000,-10000
4930,-10000,-10000,-10000
4931,500,580,-140
4932,520,580,-140
4933,540,580,-140
4934,560,580,-140
4935,580,580,-140
4936,-10000,-10000,-10000
4937,-10000,-10000,-10000
4938,-10000,-10000,-10000
4939,-10000,-10000,-10000
4940,-10000,-10000,-10000
4941,-10000,-10000,-10000
4942,-10000,-10000,-10000
4943,-10000,-10000,-10000
4944,-10000,-10000,-10000
4945,-10000,-10000,-10000
4946,-10000,-10000,-10000
4947,-10000,-10000,-10000
4948,-10000,-10000,-10000
4949,-10000,-10000,-10000
4950,-10000,-10000,-10000
4951,-10000,-10000,-10000
4952,-10000,-10000,-10000
4953,-10000,-10000,-10000
4954,-10000,-10000,-10000
4955,-1000,600,-140
4956,-980,600,-140
4957,-960,600,-140
4958,-940,600,-140
4959,-920,600,-140
4960,-10000,-10000,-10000
4961,-10000,-10000,-10000
4962,-10000,-10000,-10000
4963,-10000,-10000,-10000
4964,-10000,-10000,-10000
4965,-800,600,-140
4966,-780,600,-140
4967,-760,600,-140
4968,-740,600,-140
4969,-720,600,-140
4970,-10000,-10000,-10000
4971,-10000,-10000,-10000
4972,-10000,-10000,-10000
4973,-10000,-10000,-10000
4974,-10000,-10000,-10000
4975,-10000,-10000,-10000
4976,-10000,-10000,-10000
4977,-10000,-10000,-10000
4978,-10000,-10000,-10000
4979,-10000,-10000,-10000
4980,-500,600,-140
4981,-480,600,-140
4982,-460,600,-140
4983,-440,600,-140
4984,-420,600,-140
4985,-10000,-10000,-10000
4986,-10000,-10000,-10000
4987,-10000,-10000,-10000
4988,-10000,-10000,-10000
4989,-10000,-10000,-10000
4990,-10000,-10000,-10000
4991,-10000,-10000,-10000
4992,-10000,-10000,-10000
4993,-10000,-10000,-10000
4994,-10000,-10000,-10000
4995,-10000,-10000,-10000
4996,-10000,-10000,-10000
4997,-10000,-10000,-10000
4998,-10000,-10000,-10000
4999,-10000,-10000,-10000
5000,-10000,-10000,-10000
5001,-10000,-10000,-10000
5002,-10000,-10000,-10000
5003,-10000,-10000,-10000
5004,-10000,-10000,-10000
5005,0,600,-140
5006,20,600,-140
5007,40,600,-140
5008,60,600,-140
5009,80,600,-140
5010,100,600,-140
5011,120,600,-140
5012,140,600,-140
5013,160,600,-140
5014,180,600,-140
5015,-10000,-10000,-10000
5016,-10000,-10000,-10000
5017,-10000,-10000,-10000
5018,-10000,-10000,-10000
5019,-10000,-10000,-10000
5020,300,600,-140
5021,320,600,-140
5022,340,600,-140
5023,360,600,-140
5024,380,600,-140
5025,-10000,-10000,-10000
5026,-10000,-10000,-10000
5027,-10000,-10000,-10000
5028,-10000,-10000,-10000
5029,-10000,-10000,-10000
5030,500,600,-140
5031,520,600,-140
5032,540,600,-140
5033,560,600,-140
5034,580,600,-140
5035,600,600,-140
5036,620,600,-140
5037,640,600,-140
5038,660,600,-140
5039,680,600,-140
5040,-10000,-10000,-10000
5041,-10000,-10000,-10000
5042,-10000,-10000,-10000
5043,-10000,-10000,-10000
5044,-10000,-10000,-10000
5045,800,600,-140
5046,820,600,-140
5047,840,600,-140
5048,860,600,-140
5049,880,600,-140
5050,-10000,-10000,-10000
5051,-10000,-10000,-10000
5052,-10000,-10000,-10000
5053,-10000,-10000,-10000
5054,-1000,620,-140
5055,-980,620,-140
5056,-960,620,-140
5057,-940,620,-140
5058,-920,620,-140
5059,-10000,-10000,-10000
5060,-10000,-10000,-10000
5061,-10000,-10000,-10000
5062,-10000,-10000,-10000
5063,-10000,-10000,-10000
5064,-800,620,-140
5065,-780,620,-140
5066,-760,620,-140
5067,-740,620,-140
5068,-720,620,-140
5069,-10000,-10000,-10000
5070,-10000,-10000,-10000
5071,-10000,-10000,-10000
5072,-10000,-10000,-10000
5073,-10000,-10000,-10000
5074,-10000,-10000,-10000
5075,-10000,-10000,-10000
5076,-10000,-10000,-10000
5077,-10000,-10000,-10000
5078,-10000,-10000,-10000
5079,-500,620,-140
5080,-480,620,-140
5081,-460,620,-140
5082,-440,620,-140
5083,-420,620,-140
5084,-10000,-10000,-10000
5085,-10000,-10000,-10000
5086,-10000,-10000,-10000
5087,-10000,-10000,-10000
5088,-10000,-10000,-10000
5089,-10000,-10000,-10000
5090,-10000,-10000,-10000
5091,-10000,-10000,-10000
5092,-10000,-10000,-10000
5093,-10000,-10000,-10000
5094,-10000,-10000,-10000
5095,-10000,-10000,-10000
5096,-10000,-10000,-10000
5097,-10000,-10000,-10000
5098,-10000,-10000,-10000
5099,-10000,-10000,-10000
5100,-10000,-10000,-10000
5101,-10000,-10000,-10000
5102,-10000,-10000,-10000
5103,-10000,-10000,-10000
5104,0,620,-140
5105,20,620,-140
5106,40,620,-140
5107,60,620,-140
5108,80,620,-140
5109,100,620,-140
5110,120,620,-140
5111,140,620,-140
5112,160,620,-140
5113,180,620,-140
5114,-10000,-10000,-10000
5115,-10000,-10000,-10000
5116,-10000,-10000,-10000
5117,-10000,-10000,-10000
5118,-10000,-10000,-10000
5119,300,620,-140
5120,320,620,-140
5121,340,620,-140
5122,360,620,-140
5123,380,620,-140
5124,-10000,-10000,-10000
5125,-10000,-10000,-10000
5126,-10000,-10000,-10000
5127,-10000,-10000,-10000
5128,-10000,-10000,-10000
5129,500,620,-140
5130,520,620,-140
5131,540,620,-140
5132,560,620,-140
5133,580,620,-140
5134,600,620,-140
5135,620,620,-140
5136,640,620,-140
5137,660,620,-140
5138,680,620,-140
5139,-10000,-10000,-10000
5140,-10000,-10000,-10000
5141,-10000,-10000,-10000
5142,-10000,-10000,-10000
5143,-10000,-10000,-10000
5144,800,620,-140
5145,820,620,-140
5146,840,620,-140
5147,860,620,-140
5148,880,620,-140
5149,-10000,-10000,-10000
5150,-10000,-10000,-10000
5151,-10000,-10000,-10000
5152,-10000,-10000,-10000
5153,-1000,640,-140
5154,-980,640,-140
5155,-960,640,-140
5156,-940,640,-140
5157,-920,640,-140
5158,-10000,-10000,-10000
5159,-10000,-10000,-10000
5160,-10000,-10000,-10000
5161,-10000,-10000,-10000
5162,-10000,-10000,-10000
5163,-800,640,-140
5164,-780,640,-140
5165,-760,640,-140
5166,-740,640,-140
5167,-720,640,-140
5168,-10000,-10000,-10000
5169,-10000,-10000,-10000
5170,-10000,-10000,-10000
5171,-10000,-10000,-10000
5172,-10000,-10000,-10000
5173,-10000,-10000,-10000
5174,-10000,-10000,-10000
5175,-10000,-10000,-10000
5176,-10000,-10000,-10000
5177,-10000,-10000,-10000
5178,-500,640,-140
5179,-480,640,-140
5180,-460,640,-140
5181,-440,640,-140
5182,-420,640,-140
5183,-10000,-10000,-10000
5184,-10000,-10000,-10000
5185,-10000,-10000,-10000
5186,-10000,-10000,-10000
5187,-10000,-10000,-10000
5188,-10000,-10000,-10000
5189,-10000,-10000,-10000
5190,-10000,-10000,-10000
5191,-10000,-10000,-10000
5192,-10000,-10000,-10000
5193,-10000,-10000,-10000
5194,-10000,-10000,-10000
5195,-10000,-10000,-10000
5196,-10000,-10000,-10000
5197,-10000,-10000,-10000
5198,-10000,-10000,-10000
5199,-10000,-10000,-10000
5200,-10000,-10000,-10000
5201,-10000,-10000,-10000
5202,-10000,-10000,-10000
5203,0,640,-140
5204,20,640,-140
5205,40,640,-140
5206,60,640,-140
5207,80,640,-140
5208,100,640,-140
5209,120,640,-140
5210,140,640,-140
5211,160,640,-140
5212,180,640,-140
5213,-10000,-10000,-10000
5214,-10000,-10000,-10000
5215,-10000,-10000,-10000
5216,-10000,-10000,-10000
5217,-10000,-10000,-10000
5218,300,640,-140
5219,320,640,-140
5220,340,640,-140
5221,360,640,-140
5222,380,640,-140
5223,-10000,-10000,-10000
5224,-10000,-10000,-10000
5225,-10000,-10000,-10000
5226,-10000,-10000,-10000
5227,-10000,-10000,-10000
5228,500,640,-140
5229,520,640,-140
5230,540,640,-140
5231,560,640,-140
5232,580,640,-140
5233,600,640,-140
5234,620,640,-140
5235,640,640,-140
5236,660,640,-140
5237,680,640,-140
5238,-10000,-10000,-10000
5239,-10000,-10000,-10000
5240,-10000,-10000,-10000
5241,-10000,-10000,-10000
5242,-10000,-10000,-10000
5243,800,640,-140
5244,820,640,-140
5245,840,640,-140
5246,860,640,-140
5247,880,640,-140
5248,-10000,-10000,-10000
5249,-10000,-10000,-10000
5250,-10000,-10000,-10000
5251,-10000,-10000,-10000
5252,-1000,660,-140
5253,-980,660,-140
5254,-960,660,-140
5255,-940,660,-140
5256,-920,660,-140
5257,-10000,-10000,-10000
5258,-10000,-10000,-10000
5259,-10000,-10000,-10000
5260,-10000,-10000,-10000
5261,-10000,-10000,-10000
5262,-800,660,-140
5263,-780,660,-140
5264,-760,660,-140
5265,-740,660,-140
5266,-720,660,-140
5267,-10000,-10000,-10000
5268,-10000,-10000,-10000
5269,-10000,-10000,-10000
5270,-10000,-10000,-10000
5271,-10000,-10000,-10000
5272,-10000,-10000,-10000
5273,-10000,-10000,-10000
5274,-10000,-10000,-10000
5275,-10000,-10000,-10000
5276,-10000,-10000,-10000
5277,-500,660,-140
5278,-480,660,-140
5279,-460,660,-140
5280,-440,660,-140
5281,-420,660,-140
5282,-10000,-10000,-10000
5283,-10000,-10000,-10000
5284,-10000,-10000,-10000
5285,-10000,-10000,-10000
5286,-10000,-10000,-10000
5287,-10000,-10000,-10000
5288,-10000,-10000,-10000
5289,-10000,-10000,-10000
5290,-10000,-10000,-10000
5291,-10000,-10000,-10000
5292,-10000,-10000,-10000
5293,-10000,-10000,-10000
5294,-10000,-10000,-10000
5295,-10000,-10000,-10000
5296,-10000,-10000,-10000
5297,-10000,-10000,-10000
5298,-10000,-10000,-10000
5299,-10000,-10000,-10000
5300,-10000,-10000,-10000
5301,-10000,-10000,-10000
5302,0,660,-140
5303,20,660,-140
5304,40,660,-140
5305,60,660,-140
5306,80,660,-140
5307,100,660,-140
5308,120,660,-140
5309,140,660,-140
5310,160,660,-140
5311,180,660,-140
5312,-10000,-10000,-10000
5313,-10000,-10000,-10000
5314,-10000,-10000,-10000
5315,-10000,-10000,-10000
5316,-10000,-10000,-10000
5317,300,660,-140
5318,320,660,-140
5319,340,660,-140
5320,360,660,-140
5321,380,660,-140
5322,-10000,-10000,-10000
5323,-10000,-10000,-10000
5324,-10000,-10000,-10000
5325,-10000,-10000,-10000
5326,-10000,-10000,-10000
5327,500,660,-140
5328,520,660,-140
5329,540,660,-140
5330,560,660,-140
5331,580,660,-140
5332,600,660,-140
5333,620,660,-140
5334,640,660,-140
5335,660,660,-140
5336,680,660,-140
5337,-10000,-10000,-10000
5338,-10000,-10000,-10000
5339,-10000,-10000,-10000
5340,-10000,-10000,-10000
5341,-10000,-10000,-10000
5342,800,660,-140
5343,820,660,-140
5344,840,660,-140
5345,860,660,-140
5346,880,660,-140
5347,-10000,-10000,-10000
5348,-10000,-10000,-10000
5349,-10000,-10000,-10000
5350,-10000,-10000,-10000
5351,-1000,680,-140
5352,-980,680,-140
5353,-960,680,-140
5354,-940,680,-140
5355,-920,680,-140
5356,-10000,-10000,-10000
5357,-10000,-10000,-10000
5358,-10000,-10000,-10000
5359,-10000,-10000,-10000
5360,-10000,-10000,-10000
5361,-800,680,-140
5362,-780,680,-140
5363,-760,680,-140
5364,-740,680,-140
5365,-720,680,-140
5366,-10000,-10000,-10000
5367,-10000,-10000,-10000
5368,-10000,-10000,-10000
5369,-10000,-10000,-10000
5370,-10000,-10000,-10000
5371,-10000,-10000,-10000
5372,-10000,-10000,-10000
5373,-10000,-10000,-10000
5374,-10000,-10000,-10000
5375,-10000,-10000,-10000
5376,-500,680,-140
5377,-480,680,-140
5378,-460,680,-140
5379,-440,680,-140
5380,-420,680,-140
5381,-10000,-10000,-10000
5382,-10000,-10000,-10000
5383,-10000,-10000,-10000
5384,-10000,-10000,-10000
5385,-10000,-10000,-10000
5386,-10000,-10000,-10000
5387,-10000,-10000,-10000
5388,-10000,-10000,-10000
5389,-10000,-10000,-10000
5390,-10000,-10000,-10000
5391,-10000,-10000,-10000
5392,-10000,-10000,-10000
5393,-10000,-10000,-10000
5394,-10000,-10000,-10000
5395,-10000,-10000,-10000
5396,-10000,-10000,-10000
5397,-10000,-10000,-10000
5398,-10000,-10000,-10000
5399,-10000,-10000,-10000
5400,-10000,-10000,-10000
5401,0,680,-140
5402,20,680,-140
5403,40,680,-140
5404,60,680,-140
5405,80,680,-140
5406,100,680,-140
5407,120,680,-140
5408,140,680,-140
5409,160,680,-140
